City,Place,Ratings,Distance,Place_desc
Coimbatore,7. Monkey Falls,3.7,62 km  from city center,"The Monkey falls is an exemplary and archetypal out-of-doors coffee break spot, which is situated some 65 kilometers away from Coimbatore city and it is some 27 kilometer away from Pollachi on Coimbatore-Pollachi-Valparai main road."
Coimbatore,11. Perur Siva Temple,3.6,6 km  from city center,The Perur Siva Temple is situated at around 6 km away in the west of Coimbatore. The temple was built by the Karikala Cholan and has been constructed marvelously on the banks of the river Noyyal.
Coimbatore,12. Kovai Kutralam Falls,3.2,31 km  from city center,Kovai Kutralam falls is an exhilarating water fall located in the scenic region of Siruvani. The water fall is about 37 kilometers away from Coimbatore city and the water fall is predominantly manifested for its exaltedness.
Coimbatore,13. Siruvani Falls and Dam,3.2,33 km  from city center,The Siruvani falls and dam is situated some 37 kilometers to the west of Coimbatore city amidst the lush green Western Ghats. The river is clean and offers to its visitors some sensationally tasty water.
Coimbatore,15. Anubhavi Subramaniar Temple,3.2,27 km  from city center,"The Anubhavi Subramaniar temple is one of the most famous temples situated in close proximity to Coimbatore. With a spiritual aura known for its uniqueness, this temple is visited by vacationers and locals alike."
Coimbatore,16. Eachanari Vinayagar Temple,3.2,11 km  from city center,Within half an hour's drive from the city of Coimbatore stands the shrine of Vinayagar at Eachanari dedicated to Lord Ganesha. The temple follows typical Dravidian style architecture and is imbibed with a peaceful spiritual vibe around it. The story of the deity follows a myth that has been passed down from one generation to the next.
Lucknow,1. Bara Imambara,4.3,4 km  from city center,"The Bara Imambara of Lucknow is one of the most famous monuments of the city. Also known as Asfi Imambara,  after the name of the Nawab of Lucknow who got it constructed, it is an important place of worship for the Muslims who come here every year to celebrate the religious festival of Muharram. The Imambara is specially known for its incredible maze, known as Bhul Bhulaiya locally, which is located in the upper floor of the monument."
Lucknow,2. Chota Imambara,4.2,5 km  from city center,"The Chhota Imambara, or the Imambara of Hussainabad, is one of the most beautiful and attractive buildings in the old city of Lucknow in Uttar Pradesh. This imposing monument lies to the west of Bara Imambara and is a true sight to behold. The Chhota Imambara was initially a congregation hall for Shia Muslims that was built by Muhammad Ali Shah, who was the third Nawab of Awadh, in 1838. The Imambara was to serve as his own mausoleum as well as that of his mother, who is buried beside him in this prestigious monument."
Lucknow,3. British Residency,3.2,3 km  from city center,The British Residency of Lucknow served as a refuge for several Britishers during the uprising on 1857. The fort is now in ruins and a cemetery nearby contains the graves of the hundreds of Britishers who died during the siege. The ruins are now protected by the Archaeological Survey of India.
Lucknow,5. Rumi Darwaza,3.5,4 km  from city center,"The Rumi Darwaza was built in 1784-86 and is a 60 feet high entrance, with no visible supporting fittings. It is also known as the Turkish Gate and displays Awadhi architectural style."
Lucknow,6. Dr. Ambedkar Park,3.2,6 km  from city center,"The Ambedkar Memorial Park was constructed by the Mayawati Government in Gomti Nagar, Lucknow. The park was built to commemorate the people who dedicated their life to equality and human justice like Dr. Bhimrao Ambedkar, Kanshi Ram and others. With a budget of a whopping seven billion rupees, the park is one of the loveliest things to see in Lucknow."
Lucknow,7. Lucknow Zoo,4.2,1 km  from city center,The Prince of Wales Zoological Gardens was built in 1921 was built to commemorate the Royal family's visit to Lucknow.
Lucknow,8. Hazratganj Market,3.5,0 km  from city center,"Hazratganj, the central shopping district of Lucknow, has a long history behind it and has undergone a great makeover that bridges the past and the present and continues to serve as Lucknow's central shopping arcade."
Lucknow,15. Constantia (La Martiniere School),3.5,2 km  from city center,"One of the historical landmarks of Lucknow with its English past, the La Martinere School started in 1845. It houses the tomb of French Major-General Claude Martin as he resided there."
Lucknow,17. Chowk,3.5,5 km  from city center,"Chowk market in Lucknow is one of those places of the city that are a window into its rich cultural heritage. Beginning from Chikan work to succulent kebabs, one can find it all at the Chowk market."
Lucknow,18. Dilkusha Kothi,3.2,3 km  from city center,"A hunting lodge converted into a summer palace for the royals, Dilkusha Kothi was built in 1800 by Major Gore in Baroque style. It faced major impact during the first war of independence and hence lies in a less than perfect state with just a few towers and walls standing."
Lucknow,19. Farangi Mahal,3.2,4 km  from city center,"Once belonging to a French businessman Neal, Firangi Mahal was transferred to the government treasury under the royal decree, which was then developed into an Islamic school by Aurangzeb's consultant and his brother."
Lucknow,27. Husainabad Clock Tower,3.2,5 km  from city center,"Standing tall adjacent to the Rumi Darwaza, the Husainabad Clock Tower was built in 1881 and since has been the tallest clock tower in India. It is 67 meters high, displaying Victorian-Gothic brilliance with a 14 feet long pendulum and a dial in the shape of a 12 petalled flower."
Digha,1. Marine Station/Aquarium of Zoological Survey of India,3.5,2 km  from city center,"MARC - Marine aquarium cum regional centre - is a major tourist attraction for all Digha visitors. It has the largest inbuilt aquarium in India. The aquarium has three kinds of creatures: species of conservative importance, 'local and curious' species and freshwater species."
Digha,2. New Digha Beach,3.6,2 km  from city center,"This one is a man-made beach, created 2 km away from the old one. It is better planned and more easily accessible from nearby hotels. The new beach is bigger, less crowded and better maintained compared to the Old Digha beach."
Digha,3. Udaipur Beach,3.5,5 km  from city center,"If you're looking for a more laidback and tranquil beach atmosphere, Udaipur beach is the right place to visit. The beach has lonely, deserted stretches of seashore where you can just walk along, take a dip in the water or just rent a bike to roam around."
Digha,4. Shankarpur Beach,3.6,5 km  from city center,"15 km from Digha, Shankarpur is a virgin beach with a lovely view of the beach surrounded by local fish boats and rows of tress giving visitors the perfect Kodak moment. Near the beach, there are also a few temples in Shankarpur."
Digha,5. Talsari Beach,3.2,7 km  from city center,"Lined with coconut and palm trees all along, Talasari beach is famous among sea food lovers for the delicacies it offers. The place has an amazing view with all the stretches of greens peeking through the mountains and the rivers."
Digha,6. Amarabati Park,3.7,2 km  from city center,"With neatly paved walkways, a multitude of seating areas, verdant surroundings, a gorgeous ropeway ride and boating facilities to enjoy its own mini-lake, the Amarabati park provides wholesome family fun for children and adults looking for a relaxed manner of killing some time during their vacation in the beautiful Digha."
Digha,7. Temple at Chandaneswar,3.2,7 km  from city center,"Situated at a distance of 6-8 km from Digha, Chandaneswar Shiv temple has mythology and folklore depicting its creation and history. The temple plays host to a huge annual fair on the first day of Oriya calendar and sees an influx of a large number of tourists every year."
Dharamshala,1. Dharamshala Cricket Stadium,4.3,0 km  from city center,"Nestled in the lap of the majestic Himalayan mountain range lies the quaint Dharamshala Cricket Stadium, also known as the Himachal Pradesh Cricket Association (HPCA) Stadium. Located at a height of 1,457 masl amidst the Dhauladhar mountain range in Kangra valley, it is one of the highest sports grounds in the world. Operated under the auspices of HPCA, the Cricket Stadium often serves as the practice ground for the Indian Cricket Team, Himachal Pradesh state-level cricket team, as well as Indian Premier League (IPL) team Kings XI Punjab."
Dharamshala,"2. Namgyal Monastery, Mcleodganj",3.2,3 km  from city center,"Overlooking the mountain ranges of Dhauladhar, the Namgyal Monastery is situated within the Tsuglagkhang complex. This complex also is the proud home to the residence of Dalai Lama, among various other shrines, temples, bookstores, souvenir shops etc."
Dharamshala,3. Triund,3.2,6 km  from city center,Triund is a 9-km trek away from Mcleodganj. It is situated at a great height and provides a mesmerizing view of the Moon Peak-Indera Pass. This is an ideal spot for picnics and the clean and pristine environment will surely rejuvenate your senses.
Dharamshala,4. St. John in the Wilderness Church,3.9,2 km  from city center,"This neo-gothic church was built in 1852 and is one of the most important churches in Himachal Pradesh. Located near Dharamshala and on the way to Mcleodganj, this church was built in dedication to John the Baptist. Set amidst lush deodar forests, this peaceful edifice is known for its Belgian stained-glass windows."
Dharamshala,6. War Memorial,3.5,2 km  from city center,"The War Memorial in the forests of Dharamshala was created to commemorate the memory of those who fought to save our motherland. During the Indo-China War of 1947-48, 1962, 1965, and 1971, and UN Peace Operations, many brave soldiers of Kangra lost their lives as war heroes. Three huge panels of black stone, each 24 feet in height, preserve their memory in stone."
Dharamshala,7. Gyuto Monastery,3.2,5 km  from city center,"Popularly known for the study of Tantric Meditation and Philosophy, the Gyuto Monastery is one of the beautiful and popular monasteries located in Dharamshala. It was founded in India in 1959 and was established for preserving and promoting the tradition of Black Magic, popularly known as Tantric Teachings, of the great teacher Ksongkhapa. The glorious monastery has helped in depicting how, unlike popular belief, black magic can be used for the well-being of the people."
Dharamshala,8. Bhagsu nath temple,3.2,3 km  from city center,"This temple is located at a height of 1770 m above sea level. Surrounded by beautiful pools and lush greenery, this temple attracts a lot of devotees and tourists throughout the year."
Dharamshala,10. Dal lake and Nadi,3.2,3 km  from city center,"Dal lake is located 11 km away from lower Dharamsala and lies in between hills and deodar trees. This is a starting point for treks and excursion around the lake, making for a memorable experience."
Dharamshala,"12. Tibet museum, Mcleodganj",3.2,2 km  from city center,"This museum is located inside the Tsuglagkhang complex and has a collection of brilliant forms of Tibetan Art, which include history documents, pottery, handicrafts, paintings etc."
Dharamshala,13. Bhagsu falls,3.2,5 km  from city center,"The Bhagsu Falls are situated 2 km away from McLeodganj. Set amidst lush greenery and nature in its most pristine form, these falls are majestic and grand and should not be missed by all tourists travelling here."
Dharamshala,14. Tea gardens,3.2,2 km  from city center,"The smallest tea region of India, Dharamshala has beautifully lined and organized tea gardens across the Kangra Valley. It is known for its good quality tea and is available for purchase in many shops across Dharamshala and Mcleodganj."
Dharamshala,15. Trekking,3.2,3 km  from city center,"There are different ventures or institutes which organizes treks here, you will be accompanied with well experienced guides and trekking experts."
Dharamshala,17. Jwalamukhi Devi Temple,3.2,38 km  from city center,"Located in the Kangra district of Himachal Pradesh, Jwala Devi Temple is dedicated to Jwala Ji - a Hindu Goddess depicted by a set of eternal flames. One of the 52 Shakti Peethas in India, it is believed that the tongue of Goddess Sati fell where the Jwala Devi Temple is now situated. A novel temple which does not have an idol, the five aartis conducted at Jwala Devi Temple are the main attraction."
Dharamshala,"18. Tsuglagkhang, Mcleodganj",3.2,2 km  from city center,"This is the place where the Dalai Lama resides. This complex has a monastery, various stupas and temples, bookstore and a cafe'''' which will attract devotees from all over the world and serve tourists as well."
Dharamshala,22. Kangra art museum,3.2,3 km  from city center,The Kangra Museum is dedicated to the brilliant marvels of Tibetan and Buddhist artwork and their rich history. Its is situated near the bus station of Dharamshala.
Kovalam,1. Vellayani Lake,3.7,4 km  from city center,"One of the most popular freshwater lakes, Velliyani Lake, is located 7km away from Kovalam in Trivandrum, Kerala. Velliyani lake is also known as 'Velliyani Kayal' in the regional language Malayalam. Spread over 7.5 acres, the lake is a significant water source for irrigation and drinking purposes."
Kovalam,2. Water Sports in Kovalam,4.0,2 km  from city center,"Kovalam has a beautiful beach surrounded by rows of green palm groves. It is one of the most picturesque beaches of India with a wide variety of water sports activities.  The beach can be divided into three parts. Lighthouse beach, which lies to the South, the northernmost part is known as Samudra and Hawah which is located in the centre."
Kovalam,3. Lighthouse Beach,3.8,0 km  from city center,"Mainly known for its 35 m high lighthouse atop Kurumkal hillock, this beach offers are sandy walk and lip smacking sea food to its visitors."
Kovalam,4. Hawah Beach,3.3,1 km  from city center,"Hawah is a stretch of isolated beach famous for its enchanting sunset views. Renowned as the second largest beach, it is also known as Eve's Beach for it being the first topless beach in India. However, topless bathing is banned now."
Kovalam,5. Halcyon Castle,3.3,1 km  from city center,"Primly sitting atop a rock on the beach, Haylcon Castle was built by Her Highness, The Queen of Travancore Maharani Sethu Lakshmi Bai as a private residence."
Kovalam,6. Samudra Beach,3.3,1 km  from city center,A large promontory separates this Northern beach from the southern side. Samudra Beach is where you can enjoy the sight of shoreline fishing and watch local fishermen ply their trade. There is also a mosque on this beach.
Kovalam,7. Karamana River,3.6,6 km  from city center,"Originating from the southern part of the western ghats, the Karaman River is a prominent tourist attraction in Trivandrum. The river flows through a small suburb called Karamana. It attracts many tourists with various indulging activities."
Kovalam,8. Surfing,3.7,2 km  from city center,Surfing in India is not the way it seems. The beautiful beaches spreading across the 7500 km of coastline in India provides exciting surf spots for surfing enthusiasts.
Kovalam,9. Veli Tourist Village,3.6,15 km  from city center,"The Veli Tourist Village is a famous picnic spot in the mouth of the River Veli. Situated 12 km from Thiruvananthapuram, the site offers various indulging activities. The most prominent ones are the pedal/speedboat that explored the lagoon, the children's park, horse rides and swimming pool."
Kovalam,10. Vizhinjam Rock Cut Cave Temple,3.5,2 km  from city center,Vizhinjam is a seaside hamlet very close to the scenic Kovalam Beach. It is situated 17 km from Trivandrum.Vizhinjam Caves have rock cut sculptures from the 8th century that houses one-celled shrine of Vinandhara Dakshinamurthi with an unfinished statue of Shiva and Parvathi on either side.
Kovalam,11. Valiyathura Pier,3.4,9 km  from city center,Valiyathura Pier became one of the most famous spots of south Kerala in 1950. Earlier it was extensively used for transport of cargo and currently its mostly used by fishermen to launch catamarans during rough weather.
Kovalam,12. Kovalam Art Gallery,3.5,1 km  from city center,"Kovalam Art Gallery is home to many intricate paintings, artefacts and one of the favourite tourist spots in Kovalam. It is at a proximate distance from Hawah Beach, Trivandrum. It is a feast for the eyes of artist and art lover alike who wish to place their eyes on traditional Indian art."
Kovalam,13. Aruvikkara Dam,3.4,20 km  from city center,"Located 16 km north of Trivandrum, Aruvikkara Dam is situated on the banks of the river Karamana. It is a favorite getaway for visitors who wish to feed the fishes that pop up on the shore or take a casual stroll around the picnic spots near the dam."
Kovalam,14. Artificial Off Shore Coral Reef,3.3,0 km  from city center,"Honoured as India's first offshore coral reef, Artificial offshore coral reef in Kovalam has gained popularity. This major project aimed to protect and enhance the environment by the government of Kerala in association with the Department of harbour engineering."
Kovalam,15. Thiruvallam Parasurama Temple,3.3,5 km  from city center,"Thiruvallam Parasurama Temple is situated on the banks of Karamana River. It is known to be the only temple in Kerala dedicated to Lord Parasurama. According to the folklore the 2000-year-old temple is believed to have visited by Parasurama, the sixth incarnation of Lord Vishnu."
Kovalam,16. Vizhinjam Marine Aquarium,3.2,2 km  from city center,"Located near Theatre Junction in Kovalam, Vizhinjam Marine Aquarium is situated in one of the busiest fishing harbours. Officially known as Sagarika marine research aquarium, the place houses a large variety of rare aquatic species like squirrelfish, clownfish, moon wrasse and a school of invertebrates and ornamental fishes."
Madikeri,1. Abbey Falls,3.5,4 km  from city center,"What runs through the heart of this area, River Cauvery, also creates Abbey Falls when it cascades 70 feet down the rocks. A perfect picnic spot, this is one of the main attractions in Madikeri. These falls are amidst the coffee and cardamom plantations in the Western ghats."
Madikeri,2. Talacauvery,3.1,30 km  from city center,"The place of origin of the Cauvery river from the Brahmagiri Hills, Talacauvery is extremely sacred and hence attracts many tourists and devotees."
Madikeri,3. Namdroling Monastery,3.5,0 km  from city center,Namdroling is home to the spectacular Golden Temple which is presided by an 18m tall gold plated statue of Buddha. Visitors can enjoy some serene environment here and practice meditation in the monastery.
Madikeri,4. Raja's Seat,3.1,1 km  from city center,"The relaxing venue for the Kings of Kodagu, the view from Raja's Seat is unparalleled. The breathtaking view of sun setting into the undulated mountains is mesmerizing. The garden here is adorned with multitude of flowers."
Madikeri,5. Trekking,3.5,0 km  from city center,"Madikeri is an equally enjoyable destination for all those whose feet itch for trekking through its landscapes, high peaks and lush greenery interspersed by streams and threads of River Cauvery. A lot of trails here, experience relatively less footfall, leaving them untouched and pristine."
Madikeri,6. Gaddige Raja's Tomb,3.1,1 km  from city center,"Built in the Indo-Saracenic style of architecture, this beautiful structure of Gaddige Raja's tomb is the mortal remains of the Kodavad Royalty. These tombs date back to 1820."
Madikeri,7. Madikeri Fort,3.5,0 km  from city center,"The Madikeri Fort is a popular attraction in Coorg in Karnataka. Situated in the centre of Madikeri town, the majestic fort offers tourists insights into the history of Coorg. The elevated structures of the fort also provide panoramic views of the town. Built-in the 17th century by Muddu Raja using mud, the structure was rebuilt by Tipu Sultan in granite."
Madikeri,9. Omkareshwara Temple,3.4,1 km  from city center,"Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva. A water tank in this temple houses many fresh water fish and adds to the beauty of this temple."
Madikeri,10. Chingara Falls,4.0,23 km  from city center,"A singular attraction tucked between coffee estates and tropical forests, Chingara Falls is a delight for nature lovers and trekkers."
Madikeri,11. Chelavara Falls,4.1,25 km  from city center,"Chelavara Falls is one of the most enchanting falls in Coorg, Karnataka. These vigorous falls gush down from a height of 150 feet on a rock shaped like a tortoise. Therefore, this fall is also known as Embepare in the local dialect which translates to ""tortoise rock"". This massive natural marvel originates from a small stream, a tributary of Kaveri near Cheyyandane village in Karnataka. Nestled amongst the serene greenery of coffee plantations, the Chelavara falls are quite the sight. The best experience can be had during the monsoons or just after when the water level is at its peak and the surrounding forests at their luscious best."
Madikeri,12. Cauvery Nisargadhama,3.1,21 km  from city center,"One of the most enjoyable picnic spots in the area, this one comes with a deer park, peacock park, rabbit park and the river running through the island's heart. One can also enjoy boating and a dip into the river here. This is a must-visit area in Madikeri, especially if you are with kids."
Madikeri,13. Chettali,3.1,12 km  from city center,"Located on the Madikeri-Siddapur Road, Chettali is a small village blessed with lush greenery and misty hills surrounding it. The Cherala bhagavathy temple here also attracts tourists and devotees."
Madikeri,15. Bhagamandala,3.1,22 km  from city center,"Bhagmandala temple is situated where the Cauvery river is meets the two tributaries Kanake and Sujyoti. Built in Kerala style architecture, it is dedicated to multiple deities."
Madikeri,16. Dubare Elephant Training Camp,3.1,19 km  from city center,This training camp carries out training of wild elephants by the forest department along with the help of the local tribal communities. Elephant rides can be enjoyed by the visitors along with opportunities to scrub and feed the elephants.
Madikeri,18. City Shopping,3.0,16 km  from city center,"While in the area, get your hands on locally grown coffee and spices to take back home."
Matheran,1. Louisa point,3.7,2 km  from city center,Louisa Point is one of the most famous viewpoints in Matheran. It offers two different views from the top. Visit Louisa Point is on a clear day to enjoy the spectacular view of the city and the remains of Prabal and Vishalgad fort.
Matheran,2. Charlotte lake,3.5,1 km  from city center,"Also known as the Sharlott lake, Charlotte Lake is an ideal quick retreat for those who seek silence and a perfect spot for the campers and picnickers. Birdwatching is a popular activity here."
Matheran,3. Monkey point,4.3,2 km  from city center,Different species of monkeys and langurs ca be spotted at Matheran Monkey Point. You can also experience the phenomenon of echoing here if you shout out into the mountains while facing the Hart Cliff.
Matheran,4. Shivaji's ladder,3.2,3 km  from city center,"Downhill from One tree hill viewpoint in Matheran, Shivaji's Ladder is a pathway with the steps in the shape of a ladder. Surrounded by lush green woods, it is one of the most popular trekking points in Matheran."
Matheran,5. Panorama point,4.3,3 km  from city center,"Panorama Point is a scenic point in Matheran that offers 360-degree panoramic views of the Western Ghats and the verdant plains dotted with villages far below. An ideal picnic spot, it is a magnet for photo fanatic and adventure seekers."
Matheran,6. One tree hill point,3.8,3 km  from city center,One Tree Hill point in Matheran is one of the most scenic viewpoints in Maharashtra. It affords a panoramic and unobstructed view of the deep valleys and stretching forests that surround the hill station of Matheran. It is also famous for trekking.
Matheran,7. Echo point,4.3,1 km  from city center,Echo Point is a popular viewpoint in Matheran famous for the reverberations and echoes it generates. The hilltop also gives a bird's eye view of the entire region. Echo Point is also known for adventure activities like rope climbing and zip lining
Matheran,10. Porcupine point,3.5,2 km  from city center,"Also known as the sunset point, Porcupine Point is a famous viewpoint in Matheran. It is famous for the mind-stirring view of Matheran during the sunset and an unparalleled view of the Prabalgad Fort situated nearby."
Matheran,11. Alexander point,3.8,1 km  from city center,"Alexander Point is one of the most scenic viewpoints in Matheran. It is famous for enchanting panoramic views of Palasdari Lake, Rambaug Point, Garbut Point and Chowk Point."
Matheran,12. Hart point,3.2,2 km  from city center,The Hart Point is one of the popular viewpoints in Matheran. It affords a stunning panoramic view of the surrounding lush valleys and the Western Ghats. It is ideal for a picnic and for watching the sunrise and sunset.
Matheran,13. Little Chowk Point,3.2,3 km  from city center,Little Chowk Point is one of the most loved spots of Matheran. It is named so because the view of Matheran Chowk from this point is absolutely breathtaking on a clear day. The large statue of Lord Ganesh is another attraction.
Matheran,14. Honeymoon hill,3.2,1 km  from city center,The Honeymoon Point is a viewpoint in Matheran which is famous the Grand Canyon of India. The stunning view of the mountains and the nearby Prabalgad Frt from this point is simply breathtaking.
Matheran,15. City Shopping,3.0,0 km  from city center,"While here, one can shop for leather items, Kolhapuri footwear, Chikki, honey and simple handicraft items here. One can head to the Mall road for their shopping spree."
Matheran,16. Rambagh point,3.2,2 km  from city center,"Rambagh Point is one of the most famous picnic spots of Matheran. It provides a spectacular view of Karjat and Khandala, and the surrounding valleys."
Matheran,17. Prabal fort,3.2,5 km  from city center,"Prabalgad Fort, also known as Kalavantin Durg is situated between Matheran and Panvel in Maharashtra. A trek to this place is perfect for those who enjoy adventure. This trek which commences from the base village of Shedung takes about 3 hours."
Ranthambore,2. Jeep Safari,4.6,13 km  from city center,Jeep Safari is the best way to explore the various zones of the Ranthambore National Park. Jeep safaris need to be booked well in advance to ensure availability.
Ranthambore,3. Ranthambhore Fort,3.6,5 km  from city center,Ranthambore Fort lies in the reserve itself though you need not buy a ticket to get into the reserve to see the fort. The fort is situated higher up and the view from it is quite amazing.
Ranthambore,4. Ganesh Trinetra Temple,3.6,0 km  from city center,"One of the most famous temples of Lord Ganesha is located atop the fort. The local post office receives and delivers thousands of invitation cards to the Lord Ganesha temple as people symbolically send the first invitation card for major functions like weddings, house warming, etc. to Lord Ganesh."
Ranthambore,10. Kacheeda Valley,3.2,8 km  from city center,Kachida Valley is also inside the reserve. Panther population of the reserve resides here. You will have to reach this valley via the jeep safari. Panthers don't usually leave this area in order to avoid conflict with the tigers. Bears are also found here.
Agartala,1. Ujjayanta Palace,4.3,1 km  from city center,"Years back, Ujjayanta Palace was a royal palace. Situated at the core of Agartala, the entire hustle-bustle of the city is centered around this palace. 

Built-in 1901, it has magnificent tiled floors, carved wooden ceilings, and lovely doors. The name 'Ujjayanta Palace' was given by Rabindranath Tagore,  a regular visitor of Tripura. The State has owns a lineage of an independent royal state. The palace includes the Public halls, Throned room, Durbar Hall, Library, The Chinese Room, and The Reception Hall."
Agartala,2. Neermahal,3.6,36 km  from city center,"'The Lake Palace of Tripura' or the Neermahal is the largest palace of its kind in the entire Indian Subcontinent. This architectural beauty rightly derives its name from its location, i.e. the middle of Rudrasagar Lake. It is one of the two water palaces that our country has. The former royal palace is an outcome of King Bir Bikram Kishore Manikya Bahadur's great perspective. It was the summer palace for the king and his family. Even today, its highly ornated structure showcases the glorious past."
Agartala,3. Jagannath Temple,3.2,47 km  from city center,"The Jagannath temple is a famous religious site located in Agartala in Tripura. Built by the Maharaja of Tripura of the Manikya Dynasty in the 19th century, the Jagannath temple is situated in the Ujjayanta Palace grounds and is dedicated to the Hindu Gods- Jagannath, Balabhadra and Subhadra. While the Islamic style of architecture is predominant in the exterior of this temple, but the interiors are decorated with Hindu splendour."
Agartala,4. Jampui Hill,3.2,1 km  from city center,"Also known as the eternal hills of spring, the Jampui hills live up to their name, having pleasant climate all year round, providing ample opportunity for each visitor to take in the beauty that is this place."
Agartala,5. Sepahijala Wildlife Sanctuary,3.2,18 km  from city center,"Home to a variety of wildlife especially birds and primates, this place is not just a wildlife sanctuary but also an academic and research centre. Various lakes are present within the sanctuary, where boating facility is available."
Agartala,6. Tripura Sundari Temple,3.5,42 km  from city center,"Located in Matabari, 100m east of NH 44, around 55km from Agartala and just 4 km from Udaipur (Tripura), this temple is one of the most famous temple of Tripura."
Agartala,7. Buddha Temple,3.7,96 km  from city center,"Evidence to the Buddhist influence on the people of Agartala, the Buddha Temple is an important religious site and was constructed in 1946."
Agartala,8. Chittangong Hills,3.2,135 km  from city center,"The picturesque spectacle of the Chittagong hills assaults the senses of each and every onlooker. The hills comprise of mini mountains with multiple valleys and a small canyon, with 7 rivers meandering across the valleys."
Agartala,9. Kunjaban Palace,3.2,3 km  from city center,"Constructed by King Birendra Kishore Manikya in 1917, the Kunjaban Palace is the official residence of the Governor of Tripura."
Agartala,10. Ummaneshwar Temple,3.2,1 km  from city center,"Located within the Ujjayanta palace grounds, this saffron coloured temple is influenced by West Bengali culture."
Agartala,11. Gondacherra Wildlife Sanctuary,3.2,18 km  from city center,"This enchanting sanctuary has maintained an untainted habitat for the multiple species of flora and fauna found here. Mammals like tigers, bison, wild horses, aquatic life as well as migratory birds can be seen here."
Agartala,12. Raima Valley,3.2,39 km  from city center,"Known as the Mother of the Tribals of Tripura, this lush green valley, decorated with gardens and plantations has become a preferred tourist spot."
Khandala,1. Rajmachi Fort,3.6,9 km  from city center,"Midway between Lonavala and Khandala is a fort by the name of Rajmachi Fort, a prominent landmark that watches over some of the most breathtakingly beautiful and wide sceneries of the region."
Khandala,2. Visapur Fort,4.2,13 km  from city center,"Perched upon a lush green plateau, the Visapur Fort is a popular weekend getaway for people living in Pune and Mumbai. It offers panoramic view hills covered in a thick blanket of green. It is also a popular destination for trekking."
Khandala,3. Bedsa caves,3.5,19 km  from city center,"Bhedsa caves are one of the oldest caves of Maharashtra, dating back to 60 BC. These are situated on a sloppy hilly location. Known for their beautiful, exquisite carvings, the caves contain four 25 feet high pillars."
Khandala,4. Lohagad Fort,4.3,12 km  from city center,Lohagad Fort is a popular historic structure perched over the top of an impressive hill near Malavali. The place is quite popular among trekkers who come here for one day tryst with nature and history.
Khandala,5. Tiger's Leap,3.5,2 km  from city center,"Tiger's Leap is a clifftop with a sheer drop of over 650 m, offering a comprehensive view of the hills and the Western Ghats. It is famous for the stunning sunrise and sunset view, especially on a clear day."
Khandala,6. Duke's Nose,3.5,2 km  from city center,"Duke’s Nose viewpoint is hugely famous for hiking and its picturesque location. Tourists often visit the landmark to get a panoramic view of the beautiful Sahyadri Ranges, the splendid valleys and the dense forests that cover the Sahyadris."
Khandala,7. Kune Waterfalls,3.2,2 km  from city center,"The beautiful Kune Waterfalls are the 14th highest in the country. This one is an interesting three tiered waterfall having a total height of 200m. A popular picnic spot, the area is surrounded by lush greenery."
Khandala,8. Reversing Station,3.2,0 km  from city center,"This site was once used by the railway department. Now a secluded area, it is a great place to enjoy the scenery. Its interesting to see the railway track below and the trains changing lines."
Khandala,9. Shooting Point,3.2,1 km  from city center,"Shooting Point is a viewpoint in Lonavala, frequented by tourists wishing to catch an aerial view of the Rajmachi Fort and the valley below. It is an ideal place for families as well as couples."
Khandala,10. City Shopping,3.0,0 km  from city center,"While in Khandala, hoard treasure like Chikki, as well as the jams and snacks that the area is known for."
Khandala,11. Lion's Point,3.2,8 km  from city center,This is a cliff located between Bhushi Dam and Amby Valley. Tourists can also get an aerial view of the Tungarli Lake and Dam from here.
Khandala,12. Shrivardhan Fort,3.2,8 km  from city center,"Shrivardhan Fort is one of the two forts forming the famous Rajmachi Fort, the other one being Manaranjan Fort. Located in Rajmachi Village, it can be reached either from Tungarli or by undertaking a 2-hour trek from Karjat."
Khandala,13. Manoranjan Fort,3.2,9 km  from city center,"Manranjan Fort is one of the two hill forts that constitute the Rajmachi Fort. Also known as Manoranjan Fort, it is in a crumbled state slightly but still stands strong and sturdy. It is flocked by a large number of trekkers and adventure enthusiasts."
Khandala,14. Bushi Dam,3.2,5 km  from city center,"Bhushi Dam is a masonry dam on the Indrayani River in Lonavala, Maharashtra. It is a popular tourist attraction which is best visited during the monsoons when the water in the dam overflows."
Khandala,15. Shingroba Temple,3.2,2 km  from city center,Shingroba Temple is an ancient temple located between Khopoli and Khandala. It is a famous tourist spot In the region known for its 19-century architecture.
Khandala,16. Karla and Bhaja Caves,3.2,11 km  from city center,"These caves depict an early phase of the Buddhist architecture. The characteristic features of these early temples were two establishments, each self-contained and consisting of a prayer hall (chaitya) and a monastery (vihara), which contained accommodation for the monks."
Khandala,17. Valvan Dam,3.2,6 km  from city center,"Constructed to provide hydroelectric power on the Indrayani River and Valvan Lake, is this dam, with a beautiful and massive garden. Ideal to spend some relaxed time amidst lush greenery with the sound of gushing water in the backdrop."
Khandala,"18. Celebrity Wax Museum, Lonavala",3.2,7 km  from city center,"Sunil's Celebrity Wax Museum is a popular attraction in Lonavala. It houses almost 100 sculptures of celebrities like Rajiv Gandhi, Benazir Bhutto, Michael Jackson, Kapil Dev Adolf Hitler, AR Rahman and many more. Image of Chhatrapati Shivaji is the highlight of the museum."
